url,title,address,datePosted,price,propertyType,bedrooms,bathrooms,description,utilities,parking,aggreementType,petFriendly,size,furnished,appliances,a/c,outdoorSpace,amenities
https://www.kijiji.ca/v-apartments-condos/mississauga-peel-region/206-349-rathburn-road-west-mississauga-ontario-l5b-0j9/1686490779,"206-349 Rathburn Road West, Mississauga, Ontario L5B 0J9","349 Rathburn Road West, Mississauga, ON, L5B 0J9",2024-03-18T18:01:39.000Z,"$2,645",Apartment,Bedrooms: 2 + Den,Bathrooms: 2,,[],,,,,,[],,,[]
https://www.kijiji.ca/v-apartments-condos/mississauga-peel-region/2-82-enford-crescent-brampton-ontario-l7a-0g1-2-82-enford-cr/1687349607,"2-82 Enford Crescent, Brampton, Ontario L7A 0G1 - 2-82 Enford Cr","82 Enford Crescent, Brampton, ON, L7A 0G1",2024-03-18T18:01:03.000Z,"$1,795",House,Bedrooms: 2,Bathrooms: 1,OPEN 24/7 - CALL: 905-385-8150 ,['Not Included'],1,1 Year,,750,No,"['Laundry (In Unit)', 'Laundry (In Building)', '', 'Fridge / Freezer']",No,,[]
https://www.kijiji.ca/v-apartments-condos/oshawa-durham-region/2-755-adelaide-avenue-east-oshawa-ontario-l1g-2b1-2-755-adel/1687497437,"2-755 Adelaide Avenue East, Oshawa, Ontario L1G 2B1 - 2-755 Adel","755 Adelaide Avenue East, Oshawa, ON, L1G 2B1",2024-03-18T18:00:43.000Z,"$1,695",House,Bedrooms: 1 + Den,Bathrooms: 1.5,,['Not Included'],2,1 Year,,900,No,"['Laundry (In Unit)', 'Laundry (In Building)', '', 'Fridge / Freezer']",No,Balcony,[]
https://www.kijiji.ca/v-apartments-condos/city-of-toronto/1-roseneath-gardens-2-bed-1-bath-apartment-for-rent/1685925176,1 Roseneath Gardens - 2 bed / 1 Bath Apartment FOR RENT,"York, Toronto, ON M6C 3X5",2024-03-18T18:00:36.000Z,"$2,975",Apartment,Bedrooms: 2,Bathrooms: 1,1 Roseneath Gardens - just north of St Clair Ave W. Excellent midtown location. AVAILABLE IMMEDIATELY!,['Not Included'],1,1 Year,Limited,850,No,"['Laundry (In Unit)', '', '', 'Fridge / Freezer']",Yes,Balcony,[]
https://www.kijiji.ca/v-apartments-condos/mississauga-peel-region/2-69-trumpet-valley-boulevard-brampton-ontario-l7a-3n8-2-69/1687290353,"2-69 Trumpet Valley Boulevard, Brampton, Ontario L7A 3N8 - 2-69","69 Trumpet Valley Boulevard, Brampton, ON, L7A 3N8",2024-03-18T18:00:31.000Z,"$1,495",House,Bedrooms: 1,Bathrooms: 1,OPEN 24/7 - CALL: 905-385-8150 ,['Not Included'],1,1 Year,,700,No,"['Laundry (In Unit)', 'Laundry (In Building)', '', 'Fridge / Freezer']",No,,[]
https://www.kijiji.ca/v-apartments-condos/markham-york-region/2-63-summerlea-street-markham-ontario-l3s-4h7-2-63-summerlea/1686402873,"2-63 Summerlea Street, Markham, Ontario L3S 4H7 - 2-63 Summerlea","63 Summerlea Street, Markham, ON, L3S 4H7",2024-03-18T18:00:18.000Z,"$2,095",House,Bedrooms: 2,Bathrooms: 1,,[],,,,,,[],,,[]
https://www.kijiji.ca/v-apartments-condos/city-of-toronto/2-bed-1-bath-basement-for-rent-6-broden-crescent-whitby-on/1684499296,"2 BED 1 BATH - BASEMENT FOR RENT - 6 BRODEN CRESCENT, WHITBY, ON","2-6 Broden Crescent, Whitby, ON, L1N 9Y6",2024-03-18T18:00:11.000Z,"$1,895",Basement,Bedrooms: 2,Bathrooms: 1,,[],,,,,,[],,,[]
https://www.kijiji.ca/v-apartments-condos/markham-york-region/1-bed-1-bath-basement-for-rent-49-32-aurora-road-whitchurch/1684054477,"1 BED 1 BATH - BASEMENT FOR RENT - 49 32 AURORA ROAD, WHITCHURCH","2-4932 Aurora Road, Whitchurch-Stouffville, ON, L4A 3J9",2024-03-18T17:59:14.000Z,"$1,595",Basement,Bedrooms: 1,Bathrooms: 1,,[],,,,,,[],,,[]
https://www.kijiji.ca/v-apartments-condos/mississauga-peel-region/2-4376-alta-court-mississauga-ontario-l4z-1n6-4376-alta-cou/1688261581,"2-4376 Alta Court, Mississauga, Ontario, L4Z 1N6 - 4376 Alta Cou","4376 Alta Court, Mississauga, ON, L4Z 1N6",2024-03-18T17:58:54.000Z,"$2,335",House,Bedrooms: 1,Bathrooms: 1,,[],,,,,,[],,,[]
https://www.kijiji.ca/v-apartments-condos/mississauga-peel-region/2-3088-lenester-drive-mississauga-ontario-l5c-2b9/1686184889,"2-3088 Lenester Drive, Mississauga, Ontario L5C 2B9","3088 Lenester Drive, Mississauga, ON, L5C 2B9",2024-03-18T17:58:10.000Z,"$2,370",House,Bedrooms: 2,Bathrooms: 2,,[],,,,,,[],,,[]
https://www.kijiji.ca/v-apartments-condos/mississauga-peel-region/29-greenmount-road-brampton-ontario-l6s-1c3/1686106962,"29 Greenmount Road, Brampton, Ontario L6S 1C3","29 Greenmount Road, Brampton, ON, L6S 1C3",2024-03-18T17:57:46.000Z,"$1,895",House,Bedrooms: 2,Bathrooms: 1,"OPEN 24/7 - CALL: 905-385-8150

2 Bedrooms , 1 Bathroom , Near Parks, Public Transportation, Bus Stops, Schools, Shopping Malls, Grocery Stores, Restaurants, Bars and Sport Clubs. The unit also has an Upgraded Kitchen, Stone Countertops, Laminate Floors, Upgraded Bathrooms, and Tons of Natural Light.




https://zfrmz.com/rOT7uZLfArzfblVRr0wf?unit_id=3494024000584634673&unit_name=2-29-Greenmount-Road,-Brampton,-Ontario-L6S-1C3&bedroom=2&bathroom=1&parking=1&occupants=4


Torbram Road and Queen Street East

$1,895.00
Enjoy Special Rates From Our Partners:
Rogers
Bell
Apollo Insurance
The Brick



2 Bedrooms | 1 Bathroom
*Newly Renovated Basement
*Upgraded Kitchen
*Stone Countertops
*White Appliances
*Ensuite laundry
*Laminate Floors
*8 Foot Ceiling
*Upgraded Bathrooms
*Regular Closets
*Upgraded Back Splash
*Ensuite Bathroom
*Tons of Natural Light



*Pets Allowed






https://zfrmz.com/rOT7uZLfArzfblVRr0wf?unit_id=3494024000584634673&unit_name=2-29-Greenmount-Road,-Brampton,-Ontario-L6S-1C3&bedroom=2&bathroom=1&parking=1&occupants=4","['No: Hydro', 'Yes: Heat', 'No: Water', 'No: Water']",1,1 Year,,750,No,"['Laundry (In Unit)', 'Laundry (In Building)', '', 'Fridge / Freezer']",Yes,,[]
https://www.kijiji.ca/v-apartments-condos/city-of-toronto/spacious-1-bed-1-bath-condo-in-the-heart-of-mimico-lakeshore/1688575931,Spacious 1 Bed + 1 Bath Condo in the Heart of Mimico Lakeshore,"Legion Road North, Etobicoke, ON",2024-03-18T17:56:13.000Z,"$2,500",Condo,Bedrooms: 1,Bathrooms: 1,Looking To Live By The Lake in a Mimico condo? Let Me Help You!,"['No: Hydro', 'No: Heat', 'Yes: Water', 'Yes: Water']",1,1 Year,No,600,No,[],Yes,,[]
https://www.kijiji.ca/v-apartments-condos/oakville-halton-region/2-1264-sim-place-milton-ontario-l9t-7c7-2-1264-sim-place-mi/1686873219,"2-1264 Sim Place, Milton, Ontario L9T 7C7 - 2-1264 Sim Place, Mi","1264 Sim Place, Milton, ON, L9T 7C7",2024-03-18T17:53:47.000Z,"$1,745",House,Bedrooms: 1 + Den,Bathrooms: 1,OPEN 24/7 - CALL: 905-385-8150 ,"['Yes: Hydro', 'No: Heat', 'Yes: Water', 'Yes: Water']",2,1 Year,,900,No,"['Laundry (In Unit)', 'Laundry (In Building)', '', 'Fridge / Freezer']",No,,[]
https://www.kijiji.ca/v-apartments-condos/mississauga-peel-region/2-1235-fairdale-drive-mississauga-ontario-l5c-1k3/1687002308,"2-1235 Fairdale Drive, Mississauga, Ontario L5C 1K3","1235 Fairdale Drive, Mississauga, ON, L5C 1K3",2024-03-18T17:53:42.000Z,"$2,295",House,Bedrooms: 2 + Den,Bathrooms: 1,,[],,,,,,[],,,[]
https://www.kijiji.ca/v-apartments-condos/mississauga-peel-region/2-104-west-deane-park-drive-etobicoke-ontario-m9b-2s3/1684813412,"2-104 West Deane Park Drive, Etobicoke, Ontario M9B 2S3","104 West Deane Park Drive, Etobicoke, ON, M9B 4Y4",2024-03-18T17:53:23.000Z,"$2,095",House,Bedrooms: 1,Bathrooms: 1,,[],,,,,,[],,,[]
https://www.kijiji.ca/v-apartments-condos/city-of-toronto/251-jarvis-street-toronto-ontario-m5b-0c3/1685448601,"251 Jarvis Street, Toronto, Ontario M5B 0C3","251 Jarvis Street, Toronto, ON, M5B 0C3",2024-03-18T17:51:13.000Z,"$2,995",Apartment,Bedrooms: 2,Bathrooms: 1,,[],,,,,,[],,,[]
https://www.kijiji.ca/v-apartments-condos/oshawa-durham-region/1309-1455-celebration-drive-pickering-ontario-l1w-1l8-1455-c/1687444258,"1309-1455 Celebration Drive, Pickering, Ontario L1W 1L8 - 1455 C","1455 Celebration Drive, Pickering, ON, L1W 1L8",2024-03-18T17:50:34.000Z,"$2,045",Apartment,Bedrooms: 1,Bathrooms: 1,,[],,,,,,[],,,[]
https://www.kijiji.ca/v-apartments-condos/city-of-toronto/1-bed-1-bath-condominium-for-rent-101-subway-crescent-toronto/1683833874,"1 BED 1 BATH - CONDOMINIUM FOR RENT -101 SUBWAY CRESCENT,TORONTO","1014-101 Subway Crescent, Toronto, ON, M9B 6K4",2024-03-18T17:49:37.000Z,"$2,195",Condo,Bedrooms: 1,Bathrooms: 1,,[],,,,,,[],,,[]
https://www.kijiji.ca/v-apartments-condos/oakville-halton-region/101-470-dundas-street-east-waterdown-ontario-l0r-2h8/1686594671,"101-470 Dundas Street East, Waterdown, Ontario L0R 2H8","470 Dundas Street East, Waterdown, ON, L0R 2H8",2024-03-18T17:49:32.000Z,"$2,195",Apartment,Bedrooms: 2,Bathrooms: 2,,[],,,,,,[],,,[]
https://www.kijiji.ca/v-apartments-condos/oshawa-durham-region/1-70-rossland-road-east-oshawa-ontario-l1g-2w3-1-70-rossland/1687290875,"1-70 Rossland Road East, Oshawa, Ontario L1G 2W3 - 1-70 Rossland","70 Rossland Road East, Oshawa, ON, L1G 2W3",2024-03-18T17:48:55.000Z,"$2,695",House,Bedrooms: 2,Bathrooms: 1,OPEN 24/7 - CALL: 905-385-8150 ,['Not Included'],1,1 Year,,850,No,"['Laundry (In Unit)', 'Laundry (In Building)', 'Dishwasher', 'Fridge / Freezer']",No,Balcony,[]
https://www.kijiji.ca/v-apartments-condos/city-of-toronto/liberty-village-roomate-wanted/1688575132,,,,,,,,,[],,,,,,[],,,[]
https://www.kijiji.ca/v-apartments-condos/mississauga-peel-region/brampton-one-bedroom-apartment-for-rent-not-basement/1686635132,Brampton One Bedroom Apartment for Rent (not Basement),"Brampton, ON L6V 1P2",2024-03-18T17:45:32.000Z,"$1,600",House,Bedrooms: 1,Bathrooms: 1,"Newly decorated 2nd floor of the detached house.
Easy access to Brampton Downtown public transits (ZUM, Go Train, City Bus).
$1600 net rent plus utilities per month.
First & last month rent needed,
Updated Credit Check Report & employment letter needed.
No pets, no smoking, no vaping please.
Good for quiet, clean working couples.",['Not Included'],2,1 Year,No,750,No,"['', '', '', 'Fridge / Freezer']",Yes,,[]
https://www.kijiji.ca/v-apartments-condos/oshawa-durham-region/studio-unit-for-rent/1688571811,Studio Unit For Rent,"Oshawa, ON L1H",2024-03-18T17:18:50.000Z,"$1,000",Apartment,Bedrooms: Bachelor/Studio,Bathrooms: 1,"Downtown Oshawa, prime location.
Private bathroom and kitchen.
Must have..
Good credit.
Income.
References.
First and last month's rent.
For rent by home owner. Want to fill ASAP.","['Yes: Hydro', 'Yes: Heat', 'Yes: Water', 'Yes: Water']",1,1 Year,Yes,700,No,[],Yes,,[]
https://www.kijiji.ca/v-apartments-condos/city-of-toronto/real-estate/1688569847,real estate,"Toronto, ON M5A",2024-03-18T17:15:38.000Z,"$2,400",Condo,Bedrooms: 1,Bathrooms: 1,"Rare Find *Excellent Wide Floor Plan W/2 Walkouts To Large 22 x 6 ft Balcony Overlooking Park *Premium $ West Facing Unit *Shows Bigger Than Actually Size *High End Finishes *Spacious Open Concept Design *Combined Live/Cook/Dine *Centre Island W/Stone Counter & B/In Table *Spacious Bedroom W/Wall to Wall Window & Walkout To Balcony *4 pcs Bathroom W/Vertical Storage Cabinet & Glass Enclosure ***Few Yrs New Award Winning Green Living Building *Steps To Lake *TTC At Door Steps *3 Storey Open Lobby W/Living Plants *24/7 Concierge *Entire Floor Of Great Amenities With Wrap Around Floor to Ceiling Windows W/360 Degrees View Of City & Lake: Rooftop Terrace W/Cabana, Infinity Pool, BBQ Deck, Fully Equipped Gym, Weight Rm, Yoga Studio, Separated His & Her's Spa W/Hot Plunge Pool, Steam Sauna, Huge Party Room W/Dining Bar/Kitchen/Lounge, In & Outdoor Fireplace, Huge North Terrace W/BBQ, Billiard Rm, Sport/Cyber Lounge, Guest Suites & More For You To Enjoy, Simply 10+",['Not Included'],0,1 Year,Yes,600,No,"['Laundry (In Unit)', '', 'Dishwasher', 'Fridge / Freezer']",Yes,Balcony,"['Gym', 'Pool', 'Concierge', '24 Hour Security', 'Bicycle Parking', 'Storage Space', 'Elevator in Building']"
https://www.kijiji.ca/v-apartments-condos/oshawa-durham-region/new-basement-apartment-for-rent-all-inclusive-utilities/1688570487,New Basement Apartment for RENT - All Inclusive Utilities!,"Oshawa, ON L1J 5V4",2024-03-18T17:05:57.000Z,"$1,500",Basement,Bedrooms: Bachelor/Studio,Bathrooms: 1,"Located In A Prime Area, Quiet Neighbourhood, Perfect Location Close To Grocery Stores, Schools, Public Transit, Hwy 401, Lake Ontario And Parks. Just 2 Blocks West Of The Oshawa Centre, Close To All Major Amenities! Brand New Basement, Open Concept, Kitchen With Quartz Counters, Laminate Flooring & Pot Lights, En-Suit Laundry. Perfect Apartment For A Single Individual.*Utilities Are All Included***No Parking!","['Yes: Hydro', 'Yes: Heat', 'Yes: Water', 'Yes: Water']",0,1 Year,No,800,No,"['Laundry (In Unit)', '', '', '']",Yes,,[]
https://www.kijiji.ca/v-apartments-condos/city-of-toronto/charming-1-bdrm-den-condo-in-fort-york/1685215743,,,,,,,,,[],,,,,,[],,,[]
https://www.kijiji.ca/v-apartments-condos/mississauga-peel-region/basement-for-rent/1688569672,Basement for Rent!,"Bottomwood Valley, Brampton, L6S 0B4",2024-03-18T16:58:23.000Z,"$2,300",Basement,Bedrooms: 2,Bathrooms: 1,"Beautiful walk out basement for rent in Brampton Ontario. Located near Airport & Bovaird, in walking distance to stores, schools, and the bus stop.
Includes:
- Walk out basement
- Seperate entrance
- Cement deck
- No houses behind
- 2 Bedroom
- 1 Washroom
- Kitchen
- Laundry
- Living room
- 2 Car Parking
- Utilities included
- No Pet/No Smoking",['Not Included'],2,Month-to-month,No,800,No,[],Yes,,[]
https://www.kijiji.ca/v-apartments-condos/markham-york-region/corner-unit-2-bedroom-plus-2-bathroom-includingcondo-for-lease/1688569168,Corner unit -2 bedroom plus 2 Bathroom includingcondo for lease,"7950 Bathurst Street, Vaughan, ON",2024-03-18T16:53:27.000Z,"$3,000",Condo,Bedrooms: 2,Bathrooms: 2,"Brand New Condo for Rent-2 Bedroom-2 Bathroom
Move in Date: April 9th,2024","['No: Hydro', 'Yes: Heat', 'Yes: Water', 'Yes: Water']",1,1 Year,No,817,No,"['Laundry (In Unit)', '', 'Dishwasher', 'Fridge / Freezer']",Yes,Balcony,"['Gym', '', 'Concierge', '24 Hour Security', 'Bicycle Parking', 'Storage Space', 'Elevator in Building']"
https://www.kijiji.ca/v-apartments-condos/city-of-toronto/all-inclusive-1bed-condo-downtown-toronto-for-rent/1688568701,all inclusive 1bed condo downtown toronto for rent,"Toronto, ON M5G 2K5",2024-03-18T16:49:01.000Z,"$2,500",Condo,Bedrooms: 1,Bathrooms: 1,"Immaculate Furnished One Bedroom Condo in Downtown Toronto. Fabulous location close to Eaton Centre,Dundas Square, Entertainment, Restaurants. Minutes to Subway, Financial district, Hospitals, Ryersonand University of Toronto.First class amenities including Indoor pool, Gym, Games room, Media room,sauna, Rooftop deck, and Guest suites.No pets and No smoking.** ALL utilities plus High speed internet is included!!!**
Listing Information","['Yes: Hydro', 'Yes: Heat', 'Yes: Water', 'Yes: Water']",0,1 Year,No,700,No,"['Laundry (In Unit)', '', '', '']",Yes,Balcony,"['Gym', 'Pool', 'Concierge', '24 Hour Security', '', 'Storage Space', 'Elevator in Building']"
https://www.kijiji.ca/v-apartments-condos/city-of-toronto/furnished-1-bedroom-basement-apartment-near-danforth-subway-line/1688568481,Furnished 1 Bedroom Basement Apartment near Danforth Subway Line,"Lamb Avenue, Toronto, ON",2024-03-18T16:46:50.000Z,"$1,800",Basement,Bedrooms: 1,Bathrooms: 1,"Enjoy this newly renovated, fully furnished, basement apartment with separate entrance located at Danforth and Greenwood. It is located just off the Danforth on Lamb Avenue, a 90 second walk to Greenwood Subway Station. The entire basement is newly renovated, including a brand-new kitchen that was just installed 9 months ago.","['Yes: Hydro', 'Yes: Heat', 'Yes: Water', 'Yes: Water']",0,Month-to-month,No,800,Yes,"['Laundry (In Unit)', '', 'Dishwasher', 'Fridge / Freezer']",Yes,,[]
https://www.kijiji.ca/v-apartments-condos/markham-york-region/private-1-bedroom-2-parking-apartment-in-markham-village/1683006023,"PRIVATE 1 bedroom, 2 parking apartment in Markham Village","Markham, ON L3P 3B9",2024-03-18T16:46:18.000Z,"$2,200",Apartment,Bedrooms: 1,Bathrooms: 1,"Available immediately or within 60 days for the right tenant! Includes all util, internet, and cable! Basically a private semi-detached separated from owner-occupied main house by brick wall (no one above or below!), fully independent heating and central AC. Huge windows facing well-treed yard and street. PRIVATE BACKYARD SPACE with room for BBQ. Your own washer/dryer and dishwasher. Easy parking for two vehicles.","['Yes: Hydro', 'Yes: Heat', 'Yes: Water', 'Yes: Water']",2,1 Year,Limited,600,No,"['Laundry (In Unit)', '', '', '']",Yes,,[]
https://www.kijiji.ca/v-apartments-condos/oakville-halton-region/1-bed-1-bath-basement-apartment-in-georgetown/1679383109,1 Bed 1 Bath Basement Apartment in Georgetown,"Ridgegate Cres, Halton Hills, ON L0P",2024-03-18T16:42:31.000Z,"$1,600",Apartment,Bedrooms: 1,Bathrooms: 1,"1 bed 1 bath basement apartment in Georgetown, finished in 2020, in a 6-year-old house. Available now.
Rent $1600/month all inclusive.
FEATURES:
• Standard size bedroom with egress window
• 3-piece bathroom with a bathtub and high-end finishes, quarts countertop
• Open concept kitchen/living room
• High ceilings, laminate flooring throughout with a subfloor.
• Pot lights throughout kitchen/living room area
• In-suite laundry
• 1 parking spot (small car)
• Unfurnished
• Washer, dryer, electric 2-burner countertop stove, microwave, fridge, oven toaster, AC
• Shared entrance/hallway
AMENITIES:
• Prime location facing the park.
• Located 10 min walk to GO bus stop.
• Next to Willow Park Ecology Centre, close to trails and nature walks.
• 5min drive to Georgetown mall, Walmart, other major retailers, banks, clinics, schools, and restaurants.
• 15 min drive to HWY401 & HWY407.
Rental Requirements:
• 1 year lease
• First and last month’s deposit
• Employment letter and/or recent paystubs, Full credit report
• Photo ID
• Rental application
• References
• Background check
Upper unit houses a family with small kids and a cat. A must see. Great and peaceful neighborhood.
For a walk through video on YouTube please view the link below:
https://youtu.be/tsDmJS77GPg
Please contact evelinajf@gmail.com to book an appointment for viewing. Thank you for your interest.","['Yes: Hydro', 'Yes: Heat', 'Yes: Water', 'Yes: Water']",1,1 Year,Yes,600,No,"['Laundry (In Unit)', '', '', '']",Yes,,[]
https://www.kijiji.ca/v-apartments-condos/markham-york-region/2bd-2-ba-penthouse-on-westwood-lane-for-lease/1688567826,2Bd+2 Ba PENTHOUSE on WESTWOOD LANE for Lease,"8868 Yonge Street, Richmond Hill, ON",2024-03-18T16:40:53.000Z,"$2,850",Condo,Bedrooms: 2,Bathrooms: 2,"**WIFI INCLUDED**
This luxurious penthouse apartment has 2 bedrooms, 2 bathrooms, balcony, an in-unit washer/dryer, Whirlpool appliances, parking spot and a locker. Water, heat, and Rogers Wifi are included in the cost. The building has great amenities such as gym, sauna, basketball court and 24/7 concierge. Situated on the prestigious Westwood Lane near the desirable Yonge and Hwy-7 area. Minutes away from shopping, and Richmondhill Station.
Please call 6479881090 for inquiries.","['No: Hydro', 'Yes: Heat', 'Yes: Water', 'Yes: Water']",1,1 Year,Limited,750,No,"['Laundry (In Unit)', '', 'Dishwasher', 'Fridge / Freezer']",Yes,Balcony,"['Gym', '', 'Concierge', '24 Hour Security', 'Bicycle Parking', 'Storage Space', 'Elevator in Building']"
https://www.kijiji.ca/v-apartments-condos/mississauga-peel-region/mississauga-basement-rental/1688567662,Mississauga Basement rental,"Mississauga, ON, L5V1E6",2024-03-18T16:39:34.000Z,"$1,400",Basement,Bedrooms: 1 + Den,Bathrooms: 1,"1.5 bedroom, full bathroom, laundry, full kitchen ( no dishwasher), sitting area, separate entrance, one car parking, egress window in master bathroom.","['Yes: Hydro', 'Yes: Heat', 'Yes: Water', 'Yes: Water']",1,1 Year,No,750,No,[],Yes,,[]
https://www.kijiji.ca/v-apartments-condos/city-of-toronto/1-bed-apartment-north-york/1688567620,1 Bed Apartment North York,"North York, ON M6L 1B5",2024-03-18T16:39:21.000Z,"$2,099",Apartment,Bedrooms: 1,Bathrooms: 1,"Centrally Located Large, Bright, Clean Units With Open Dining Area And Large Balconies. Newly Painted In Neutral Colors With Refinished Floors. Newer Counter Tops And Appliances In Kitchen, Plenty Of Storage And Closet Space. New Tiles In Hallways And Kitchen. On Site Laundry. Cable And Internet Ready. Professionally Landscaped Grounds. Video Controlled Lobby And Intercom System For Added Security. Property Management For Added Convenience.","['No: Hydro', 'Yes: Heat', 'Yes: Water', 'Yes: Water']",0,1 Year,Yes,710,No,"['', 'Laundry (In Building)', '', 'Fridge / Freezer']",No,Balcony,"['', '', '', '', '', '', 'Elevator in Building']"
https://www.kijiji.ca/v-apartments-condos/city-of-toronto/2b-basement-rent/1688567046,2B Basement Rent,"Scarborough, ON M1K 3X5",2024-03-18T16:34:01.000Z,"$2,250",Basement,Bedrooms: 2,Bathrooms: 1,"Two Bedrooms basement apartment for rent available in a highly desirable location from May 1, 2024
Address: 33 Rutledge Ave. Scarborough, Ontario, M1K 3X5. This unit comes furnished with four beds & four mattress, two Almirahs. Close To Future Home of New Eglington Crosstown LRT, minutes to Kennedy Subway, 15 minutes to Centennial College and 5 minutes to Northern College. All Inclusive rent Includes water, gas, hydro, central heating, central air condition.","['Yes: Hydro', 'Yes: Heat', 'Yes: Water', 'Yes: Water']",0,1 Year,No,700,Yes,"['', '', '', 'Fridge / Freezer']",Yes,,[]
https://www.kijiji.ca/v-apartments-condos/city-of-toronto/1br-1w-beautiful-condo-for-rent-near-stc-scarborough/1688566534,1BR+1W BEAUTIFUL CONDO FOR RENT NEAR STC SCARBOROUGH,"Borough Drive, Scarborough, ON",2024-03-18T16:28:51.000Z,"$2,400",Condo,Bedrooms: 1,Bathrooms: 1,"Beutiful condo for rent near STC ! ! Bright & Spacious 1 Bed & 1 Bath W/Laminate Floors Throughout. Spacious Kitchen With Stainless Steel Appliances, Granite Counters& Breakfast Bar. Large Master Bed W/Wall To Wall Closet & Floor To Ceiling Windows. Combined Living/Dining Area, W/ Walk-Out To Balcony! Don't miss CN Tower View from Bedroom and Living Room !Unbeatable Location Just Steps To Public Transit, Scarborough Town Centre, hwy401, GroceryStores , Schools, Parks & Much More!
Call Rakesh @ 647-302-0116 to schedule a visit","['No: Hydro', 'Yes: Heat', 'Yes: Water', 'Yes: Water']",1,1 Year,No,600,No,"['Laundry (In Unit)', '', 'Dishwasher', 'Fridge / Freezer']",Yes,Balcony,"['Gym', 'Pool', 'Concierge', '24 Hour Security', '', '', 'Elevator in Building']"
https://www.kijiji.ca/v-apartments-condos/mississauga-peel-region/single-bedroom-unit/1688565737,Single bedroom unit,"Mississauga, ON L5B",2024-03-18T16:21:20.000Z,"$1,650",House,Bedrooms: 1,Bathrooms: 1,"""Available starting May 1, 2024, a one-bedroom unit with a separate entrance in Mississauga.
Comes with a fridge, stove, and microwave.
Conveniently located near top-rated schools, corporate offices, Go bus, Square One, and Walmart. Rent is $1650 inclusive of WiFi.
Features separate laundry facilities, suitable for a maximum of 3 occupants (family or students), and no pets permitted.""",['Not Included'],1,1 Year,No,650,No,"['Laundry (In Unit)', '', '', '']",Yes,,[]
https://www.kijiji.ca/v-apartments-condos/mississauga-peel-region/2-bedroom-basement-apartment-is-available-for-rent-in-malton/1688565701,,,,,,,,,[],,,,,,[],,,[]
https://www.kijiji.ca/v-apartments-condos/city-of-toronto/1-br-condo-unit-available-immediately-scarborough-town-centre/1688565559,1 Br. condo unit available immediately. Scarborough Town Centre.,"60 Brian Harrison Way, Scarborough, ON",2024-03-18T16:19:45.000Z,"$2,250",Condo,Bedrooms: 1,Bathrooms: 1,"AVAILABLE from April 1, 2024 or April 15, 2024 or May 1, 2024.
Beautiful 1 bedroom + balcony penthouse suite on 37th floor in 60 Brian Harrison Way, Scarborough, ON. M1P 5J4","['No: Hydro', 'Yes: Heat', 'Yes: Water', 'Yes: Water']",1,1 Year,Yes,650,No,"['Laundry (In Unit)', '', 'Dishwasher', 'Fridge / Freezer']",Yes,Balcony,"['Gym', 'Pool', 'Concierge', '24 Hour Security', 'Bicycle Parking', 'Storage Space', 'Elevator in Building']"
https://www.kijiji.ca/v-apartments-condos/mississauga-peel-region/large-1-bedroom-apartment-for-rent-etobicoke/1680392029,Large 1 Bedroom Apartment for rent Etobicoke,"Etobicoke, ON M9B 4Y4",2024-03-18T16:15:37.000Z,"$1,999",Basement,Bedrooms: 1,Bathrooms: 1,"104 West Deane Park Drive
Martin Grove and Rathburn
Etobicoke
Revine lot
Walk out basement
1 bedroom apartment for rent
900 sq ft
Parking
Utilities included
Nice custom kitchen
Laminate flooring","['Yes: Hydro', 'Yes: Heat', 'Yes: Water', 'Yes: Water']",2,1 Year,No,900,No,"['Laundry (In Unit)', '', '', '']",Yes,,[]
https://www.kijiji.ca/v-apartments-condos/mississauga-peel-region/legal-1-bed-1-bath-mount-pleasant-go-station-brampton-west/1688564851,Legal 1 bed / 1 bath - Mount Pleasant Go Station Brampton West,"Locomotive Crescent, Brampton, ON",2024-03-18T16:13:10.000Z,"$1,575",Apartment,Bedrooms: 1,Bathrooms: 1,,[],,,,,,[],,,[]
https://www.kijiji.ca/v-apartments-condos/city-of-toronto/basement-available-for-rent/1688564444,BASEMENT AVAILABLE FOR RENT,"McInnes Crescent, Scarborough, ON M1B 5E6",2024-03-18T16:09:28.000Z,"$2,400",Basement,Bedrooms: 2,Bathrooms: 1,"Newly renovated 2-bedroom basement available for rent:
Rent: $2400/mo
-2 rooms with closets and bed frames
-1 piece full washroom
-kitchen appliances -Refrigerator, stove and rangehood
-Separate laundry
-Kitchen with ample space for storage
-huge living room with natural sun light and shoes closet
-separate entrance
-Pot lights and smoke alarms throughout the basement
-1 parking space available
-internet included
Main intersection – old finch and morningside
Note: Available from 1st April 2024
Please dm for more info!","['Yes: Hydro', 'Yes: Heat', 'Yes: Water', 'Yes: Water']",1,1 Year,No,850,No,"['Laundry (In Unit)', '', '', '']",Yes,,[]
