,url,title,address,datePosted,price,propertyType,bedrooms,bathrooms,description,utilities,parking,aggreementType,petFriendly,size,furnished,appliances,a/c,outdoorSpace,amenities
941,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/small-two-bedroom-basement-for-rent/1692798076,Small Two Bedroom Basement For Rent,"North York, ON M2R 2V1",2024-05-07T18:53:37.000Z,"$1,450",Basement,Bedrooms: 2,Bathrooms: 1,"Young & Steeles. North York.Bus Station, Shopping Center and public park. Including:
(1)2 bed rooms
(2)1 Washroom
(3)Laundry room
(4)Kitchen
Asking Price: $1450/M, high-speed internet.
It is best for 2 university /college students, young couple, and bachelors.",['Not Included'],0,1 Year,No,600,Yes,"['', 'Laundry (In Building)', '', 'Fridge / Freezer']",Yes,,[]
942,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/1br-den-2nd-br-1-bath-condo-for-rent/1692795732,"1Br+ Den(2nd Br), 1 Bath Condo For Rent","North York, ON M2N 5W9",2024-05-07T18:23:22.000Z,"$2,650",Apartment,Bedrooms: 1 + Den,Bathrooms: 1,"1Bdrm+Den, approx. more than 800 sq. ft. Parking spot in underground garage available at additional cost if required. Walk-in closet and storage closet in a hallway. Large closet in the Bdrm. Utilities included in the rent. Walk to Fairview Mall and Subway, TTC at a doorstep, FreshCo and Restaurants right beside the building. Parks, Nature Trails. Minutes to 401/DVP/404. Clean & well-maintained building with sauna, gym, outdoor pool and visitors parking. Laundry is on the main floor.
Extras: ""As Is"": windows coverings, leather couch (3 seater), rocking chair, wooden coffee table, small office desk, round glass-top dining table with four chairs, tv, tv stand, two floor lamps.
Tenant is to sign acknowledgement and undertaking to comply with the Condominium Rules. No Smoking. Tenant Insurance is Required.","['Yes: Hydro', 'Yes: Heat', 'Yes: Water', 'Yes: Water']",1,1 Year,Yes,800,Yes,"['', 'Laundry (In Building)', '', 'Fridge / Freezer']",No,Balcony,"['Gym', 'Pool', '', '', '', '', 'Elevator in Building']"
943,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/modern-bright-1-1-bedroom-high-rise-with-parking-hwy-401-kennedy/1687422211,Modern Bright 1+1 Bedroom High Rise with Parking HWY 401/Kennedy,"225 Village Green Square, Scarborough, ON",2024-05-07T18:08:47.000Z,"$2,300",Condo,Bedrooms: 1 + Den,Bathrooms: 1,"Option of furnished or unfurnished modern High Rise, Bright; Beautiful One Bedroom plus Den apartment and one Parking space, Laminate Floor, Modern Kitchen With Stainless Steel Appliances. Easy Access To Hwy 401/404/DVP, Go Transit, TTC, , Walking Distance To Kennedy Commons, NEAR Centennial College, U Of T Scarborough, and Scarborough Town Centre & Subways. Great amenities Guest Suites, Party Room, Media, Theater Room, Fitness,, Game Rooms, Visitor Parking, 24 Hrs Concierge With Security Guard & Much More. Rental Application. Please text or call to book a showing. Short term rent is also considered with slightly higher fee. Please contact to book showing. Available July 21. Please call or text to book showing. Thank you.",['Not Included'],1,1 Year,No,700,Yes,"['Laundry (In Unit)', '', 'Dishwasher', 'Fridge / Freezer']",Yes,Balcony,"['Gym', '', 'Concierge', '24 Hour Security', '', '', 'Elevator in Building']"
944,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/two-bedroom-basement-for-rent/1692792712,Two Bedroom Basement For Rent,"North York, ON M2R 2V1",2024-05-07T17:48:19.000Z,"$1,650",Basement,Bedrooms: 2,Bathrooms: 1,"Young & steeles .North York. Bus Station, Shopping Center and public park. Including:
(1) 2 bed rooms
(2) 1 Wash room
(3) Laundry room
(4) Kitchen room
(5) Living room
Asking Price: $1650/M, 1 Free parking and high-speed internet.",['Not Included'],1,1 Year,No,700,Yes,"['', 'Laundry (In Building)', 'Dishwasher', 'Fridge / Freezer']",Yes,,[]
945,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/liberty-village-1-bedroom-condo-in-liberty-tower/1692791993,Liberty Village 1 Bedroom Condo in Liberty Tower,"Toronto, ON M6K 3R1",2024-05-07T17:39:19.000Z,"$2,550",Condo,Bedrooms: 1,Bathrooms: 1,"Bright and spacious 1 Bedroom in the heart of Liberty Village with optimal layout, premium finishes, and
plenty of natural light. Kitchen features distinctive breakfast bar/island, granite counters, SS appliances,
and track lighting. Great location just minutes from restaurants, bars, shops, parks, and transit. Well-
maintained building offers 24-hour concierge, gym, indoor pool, rooftop terrace, and visitor parking.","['No: Hydro', 'No: Heat', 'Yes: Water', 'Yes: Water']",1,1 Year,Limited,624,No,"['Laundry (In Unit)', '', 'Dishwasher', 'Fridge / Freezer']",Yes,Balcony,"['Gym', 'Pool', 'Concierge', '24 Hour Security', '', '', 'Elevator in Building']"
946,https://www.kijiji.ca/v-apartments-condos/mississauga-peel-region/one-bedroom-basement-for-rent/1692791260,One Bedroom Basement for Rent,"Mississauga, ON L5N 2G2",2024-05-07T17:29:22.000Z,"$1,950",Basement,Bedrooms: 1,Bathrooms: 1,"Newly fully renovated basement with separate side entrance available for rent as of May 2024. It is professionally finished looking new and clean. It is located in a quiet and family oriented neighborhood close to Erin Mills & Battleford with easy access to public transit, grocery stores, restaurants and shopping centers.","['Yes: Hydro', 'Yes: Heat', 'Yes: Water', 'Yes: Water']",1,1 Year,No,900,No,"['Laundry (In Unit)', '', '', 'Fridge / Freezer']",Yes,,[]
947,https://www.kijiji.ca/v-apartments-condos/mississauga-peel-region/basement-for-rent/1692790944,Basement for rent,L5R1T3,2024-05-07T17:25:16.000Z,"$2,250",Basement,Bedrooms: 1,Bathrooms: 1,"Fully furnished basement with separate entrance located in Kingsbridge and Hurontario area , 2 minutes walking to bus stop and 15 minutes walking to Square One shopping centre.
-Perfect for couple.
-Separate entrance .
-Separate laundry(Saturday and Sunday).
-Utilizes are included (Hydro, Heat,Water).
-wifi available for 50$ per month.
-One bedroom.
-pets are not allowed.
-Smoking and drugs are not permitted in the property.
-No guests over night.
-first and last two months required.
-deposit 1000$ required as an insurance (return in the end of the period)
-credit check required.
-confirmation of work required.
Contact us via
- email: mustaphasultan75@gmail.com
-cell phone: 6477796411","['Yes: Hydro', 'Yes: Heat', 'Yes: Water', 'Yes: Water']",0,1 Year,No,750,Yes,"['Laundry (In Unit)', '', '', 'Fridge / Freezer']",No,,[]
948,https://www.kijiji.ca/v-apartments-condos/oshawa-durham-region/for-lease/1692790934,For Lease,"9 Cree Drive, Ajax, ON",2024-05-07T17:25:05.000Z,"$1,750",Basement,Bedrooms: 2,Bathrooms: 1,"It is a beautiful recently renovated, 2 bedrooms and a bath, living room and kitchen. Brand new appliances, in suite laundry, access to backyard, very quiet landlord lives upstairs, tenant will pay a portion of the utilities.",['Not Included'],1,1 Year,Limited,750,No,"['Laundry (In Unit)', '', '', 'Fridge / Freezer']",Yes,,[]
949,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/2-bedroom-furnished-downtown/1692790899,*** 2 BEDROOM FURNISHED DOWNTOWN ***,"Toronto, ON M5H 4E6",2024-05-07T17:24:32.000Z,"$3,000",Condo,Bedrooms: 2,Bathrooms: 1,AVAILABLE FROM MAY 15TH OR JUNE 1ST,"['Yes: Hydro', 'Yes: Heat', 'Yes: Water', 'Yes: Water']",0,Month-to-month,Limited,750,Yes,"['Laundry (In Unit)', '', 'Dishwasher', 'Fridge / Freezer']",Yes,Balcony,"['Gym', 'Pool', 'Concierge', '24 Hour Security', 'Bicycle Parking', 'Storage Space', 'Elevator in Building']"
950,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/1-1-bedroom-condo-corner-unit-downtown-toronto-fashion-district/1692790884,"1+1 Bedroom Condo Corner Unit, Downtown Toronto/Fashion District","101 Peter Street, Toronto, ON",2024-05-07T17:24:14.000Z,"$2,700",Condo,Bedrooms: 1,Bathrooms: 1,Furnished 1+1 bedroom + washroom condo corner unit in core downtown Toronto and Fashion & Entertainment District.,"['Yes: Hydro', 'Yes: Heat', 'Yes: Water', 'Yes: Water']",0,1 Year,No,700,Yes,"['Laundry (In Unit)', '', 'Dishwasher', 'Fridge / Freezer']",Yes,Balcony,"['Gym', '', 'Concierge', '24 Hour Security', 'Bicycle Parking', '', 'Elevator in Building']"
951,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/1-br-walkout-basement-kennedy-williams-parkway-june-1-2024/1692790023,,,,,,,,,[],,,,,,[],,,[]
952,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/bright-and-spacious-units-at-yonge-sheppard-bayview/1692789853,BRIGHT AND SPACIOUS UNITS AT YONGE/SHEPPARD/BAYVIEW,"Avenue Road, North York, ON",2024-05-07T17:10:45.000Z,"$2,300",Condo,Bedrooms: 1,Bathrooms: 1,"BEAUTIFUL BRIGHT CONDOS AVAILABLE FOR RENT AND SALE IN THE YONGE AND SHEPPARD AREA, AND BAYVIEW AND SHEPPARD AREA. ONE AND TWO BEDROOMS UNITS AVAILABLE.
PLEASE CONTACT ME IF YOU WANT TO ARRANGE A VIEWING.","['No: Hydro', 'Yes: Heat', 'Yes: Water', 'Yes: Water']",1,1 Year,Limited,600,No,"['Laundry (In Unit)', '', '', '']",Yes,,"['Gym', '', 'Concierge', '', '', '', 'Elevator in Building']"
953,https://www.kijiji.ca/v-apartments-condos/oakville-halton-region/streetsville-one-bedroom-basement-apt/1692788678,Streetsville one bedroom basement apt,"Hindhead Rd, Mississauga, ON L5J",2024-05-07T16:56:48.000Z,"$1,650",Apartment,Bedrooms: 1,Bathrooms: 1,"Non smoker
Laundry on premises
Britannia and Mississauga road",['Not Included'],1,Month-to-month,No,850,No,[],No,,[]
954,https://www.kijiji.ca/v-apartments-condos/markham-york-region/unit-bsmt-140-shady-oaks-ave/1692787921,Unit Bsmt - 140 Shady Oaks Ave,"Markham, ON L6B 0P7",2024-05-07T16:48:02.000Z,"$2,150",Basement,Bedrooms: 2,Bathrooms: 1,"Move-In Ready on July 1st! Nestled In Highly Desirable Cornell Community! 2 Bedroom Spacious Basement Apartment For Lease. Private Entrance With Open Concept Kitchen & Living/Dining Area, Quartz Countertop, And 3 Pc Bathroom. Brilliantly Located Near All Amenities: Bill Hogarth High School, Elementary Schools, Cornell Community Centre, Markham Stouffville Hospital, Public Transit And 407 Etr",['Not Included'],0,1 Year,No,900,No,"['Laundry (In Unit)', '', '', 'Fridge / Freezer']",Yes,,[]
955,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/1-1-bed-condo-available-for-lease/1692786695,1 + 1 BED CONDO AVAILABLE FOR LEASE,"Glen Everest Rd, Scarborough, ON",2024-05-07T16:33:35.000Z,"$2,350",Condo,Bedrooms: 1 + Den,Bathrooms: 1,"Welcome to a contemporary 1-bedroom plus den, 1-bathroom condo, complete with parking, ideal for modern living. Inside, you'll find a spacious bedroom and a flexible den, perfect for setting up your home office. The bathroom features sleek fixtures, while the kitchen is stylish with its modern backsplash and built-in appliances. Conveniently located with public transit just steps away, you'll have easy access to dining options and nearby green spaces like Rosetta Gardens and Bluffers Park. Plus, this pet-friendly building offers fantastic amenities, including a dog wash, a fitness center, a rooftop terrace, BBQ facilities, a party room, a media room, and round-the-clock concierge services. Move in and embrace a lifestyle of comfort and convenience.",['Not Included'],1,1 Year,Limited,629,No,"['Laundry (In Unit)', '', 'Dishwasher', 'Fridge / Freezer']",Yes,Balcony,"['Gym', '', 'Concierge', '24 Hour Security', 'Bicycle Parking', '', 'Elevator in Building']"
956,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/2-bdrm-basement-move-in/1692785492,"2 Bdrm, Basement,Move-in","19 Candlebrook Crescent, Scarborough, ON",2024-05-07T16:18:54.000Z,"$2,000",Basement,Bedrooms: 2,Bathrooms: 1,"Move- in Condition 2 Bedroom Renovated. Warden/Finch.
Big Big Big Windows in Bedrooms.
Separate Entrance.
Tenant pays 1/3 utilities.
Parking Available.
Included: Fridge, Stove, Washer, Dryer (not shared)
Call 416 726 6241",['Not Included'],1,1 Year,No,800,No,"['Laundry (In Unit)', '', '', '']",No,,[]
957,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/2-bedrooms-condo-at-dundas-square-downtown-toronto/1692784872,"2 Bedrooms Condo at Dundas Square, Downtown Toronto","Toronto, ON M5B 2R9",2024-05-07T16:11:53.000Z,"$2,590",Condo,Bedrooms: 2,Bathrooms: 1,"- Newly renovated unfurnished spacious 2 bedroom corner unit in downtown core available immediately
- Prime Location with 3-5 mins walk to Ryson Uni., Princess Margaret Hospital, Dundas Square, Eaton Center, & TTC, etc.
- Great Building With 24 Hrs Concierge & Rec Fac. Incl. Gym, Rec. & Sauna Room, Meeting Rooms & Rooftop Patio
- S/s stove, s/s fridge, s/s dishwasher, s/s microwave, washer & dryer, quartz counter tops,
- Parking space is available for an additional discounted rate of $100/mth
- No pets, and non-smoker
- Rent $2590/mth all inclusive (Water, Heat, Hydro)
- Contact crystalzhang@huasenwei.com
- Contact 647 594 8066 for viewing.","['Yes: Hydro', 'Yes: Heat', 'Yes: Water', 'Yes: Water']",1,1 Year,No,799,No,"['Laundry (In Unit)', '', 'Dishwasher', 'Fridge / Freezer']",Yes,,"['Gym', '', 'Concierge', '24 Hour Security', 'Bicycle Parking', '', 'Elevator in Building']"
958,https://www.kijiji.ca/v-apartments-condos/oakville-halton-region/1-bedroom-1bath-basement-for-rent-milton-immediate-move-in/1692784041,1 Bedroom 1Bath Basement for RENT Milton - Immediate Move in,"Milton, ON L9T 8K7",2024-05-07T16:02:32.000Z,"$1,500",Basement,Bedrooms: 1,Bathrooms: 1,"!!! AVAILABLE FOR IMMEDIATE MOVE IN !!!
1 Bedroom, 1 Bathroom Basement Unit for
RENT in Milton",['Not Included'],0,Month-to-month,No,800,Yes,"['Laundry (In Unit)', '', '', 'Fridge / Freezer']",Yes,,[]
959,https://www.kijiji.ca/v-apartments-condos/oakville-halton-region/1-bedroom-1-bath-basement-with-shared-kitchen-milton-move-now/1692783675,1 Bedroom 1 Bath Basement with SHARED kitchen Milton Move Now,"Milton, ON L9T 8K7",2024-05-07T15:58:01.000Z,"$1,750",Basement,Bedrooms: 1,Bathrooms: 1,"!!! AVAILABLE FOR IMMEDIATE MOVE IN !!!
1 Bedroom, 1 Bathroom Basement Unit for
RENT in Milton","['Yes: Hydro', 'Yes: Heat', 'Yes: Water', 'Yes: Water']",0,Month-to-month,No,800,Yes,"['Laundry (In Unit)', '', '', 'Fridge / Freezer']",Yes,,[]
960,https://www.kijiji.ca/v-apartments-condos/oshawa-durham-region/1-bdrm-apartment-for-rent-26-grenfell-street/1690622157,1 Bdrm. Apartment For Rent - 26 Grenfell Street,"Grenfell Street, Oshawa, ON",2024-05-07T15:43:12.000Z,"$1,700",Basement,Bedrooms: 1,Bathrooms: 1,,[],,,,,,[],,,[]
961,https://www.kijiji.ca/v-apartments-condos/oakville-halton-region/cozy-one-bedroom-basement-apartment-rental/1692782191,Cozy One Bedroom Basement Apartment Rental,"Brampton, ON L7A",2024-05-07T15:40:44.000Z,"$1,050",Basement,Bedrooms: 1,Bathrooms: 1,"Cozy one-bedroom shared basement apartment space available for rent. Shared bath, kitchen access, living room, dining room and the room comes equipped with a mini fridge and a small workspace.",['Not Included'],0,Month-to-month,No,900,Yes,"['', 'Laundry (In Building)', '', '']",Yes,,[]
962,https://www.kijiji.ca/v-apartments-condos/oshawa-durham-region/bright-one-bedroom-plus-den-office-apartment-for-rent/1692781309,Bright one bedroom plus den/office apartment for rent,"King Street West, Cobourg, ON",2024-05-07T15:29:55.000Z,"$1,800",Duplex/Triplex,Bedrooms: 1 + Den,Bathrooms: 1,"Bright one bedroom apartment plus den for rent. Only a ten minute walking distance from downtown Cobourg in a two unit duplex. The apartment boasts lots of natural light.
Available for June 1 st for a 1 year lease.
Rent is $1,800 a month plus utilities (electricity and water).
Parking included and laundry located in the apartment. No smoking/vaping the unit.
Rental application, 4 recent paystubs, references, photo ID, first and last month’s rent and tenant liability insurance required.
Please call or text Jennifer at 905-626-6822 to inquire about availability.",['Not Included'],1,1 Year,No,650,No,"['Laundry (In Unit)', '', '', 'Fridge / Freezer']",No,Balcony,[]
963,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/2-bedroom-apt-kitchen-1-bathroom-1-garage-space/1691636036,"2 Bedroom apt, Kitchen, 1 bathroom, 1 garage space","118 Greenlaw Avenue, Toronto, ON",2024-05-07T15:09:17.000Z,"$2,775",Duplex/Triplex,Bedrooms: 2,Bathrooms: 1,,[],,,,,,[],,,[]
964,https://www.kijiji.ca/v-apartments-condos/mississauga-peel-region/brampton-village-townhomes-2-bdrm-available-at-75-85-90-oren/1684053502,"Brampton Village Townhomes - 2 Bdrm available at 75, 85, 90 Oren","90 Orenda Court, Brampton, ON, L6W 3M9",2024-05-07T14:53:49.000Z,"$2,390",Apartment,Bedrooms: 2,Bathrooms: 1,,[],,,,,,[],,,[]
965,https://www.kijiji.ca/v-apartments-condos/mississauga-peel-region/brampton-village-apartments-2-bdrm-available-at-80-orenda-cour/1684053443,Brampton Village Apartments - 2 Bdrm available at 80 Orenda Cour,"80 Orenda Court, Brampton, ON, L6W 3M9",2024-05-07T14:53:45.000Z,"$2,390",Apartment,Bedrooms: 2,Bathrooms: 1,,[],,,,,,[],,,[]
966,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/toronto-downtown-apartment-rental/1692776071,,,,,,,,,[],,,,,,[],,,[]
967,https://www.kijiji.ca/v-apartments-condos/oshawa-durham-region/2-bedroom-2-washroom-1235-bayly-assignment-of-lease-1st-july/1692776056,"2 bedroom 2 washroom (1235 Bayly, Assignment of lease 1st July)","Pickering, ON L1W 1L7",2024-05-07T14:25:52.000Z,"$2,650",Condo,Bedrooms: 2,Bathrooms: 2,"Pool, Gym, Yoga, Party and Guest rooms
Roof top BBQ
1 underground parking, storage room, Heat and Water included in the rent, Only Hydro extra
Assignment of lease from 30th June. Lease ends on 30th Jan 2025. Month to month thereafter","['No: Hydro', 'Yes: Heat', 'Yes: Water', 'Yes: Water']",1,Month-to-month,Yes,800,No,"['Laundry (In Unit)', '', 'Dishwasher', 'Fridge / Freezer']",Yes,Balcony,"['Gym', 'Pool', 'Concierge', '24 Hour Security', 'Bicycle Parking', 'Storage Space', 'Elevator in Building']"
968,https://www.kijiji.ca/v-apartments-condos/oshawa-durham-region/2-bedroom-1washroom-at-kingston-liverpool-from-june-01-2024/1692775149,"2 Bedroom 1washroom at Kingston & Liverpool from June 01, 2024","1783 Bronte Square, Pickering, ON",2024-05-07T14:14:30.000Z,"$1,850",Basement,Bedrooms: 2,Bathrooms: 1,"2 Bedroom 1 washroom (washroom has access from both room), Kitchen & Dining area, Separate Entrance, Basement Apartment available from 01 June 2024. Laundry facility available in basement. Appliances – Electric Stove, Microwave, Refrigerator etc. It is located very close to Pickering Town Center, Kingston & Liverpool intersection and Highway 401. Buses are available towards East (Ajax, Whitby & Oshawa) & West (Scarborough, Toronto). Durham Business College, Herzing College Pickering and many more Public Schools available nearby. Walking distance 2min to Kingston & Liverpool intersection, Pickering GO station, Pickering town Center, Loblaw, MacDonald, Tim Hortons, Pacific Food mart and many more amenities. Very quiet and wonderful neighborhood for living. Prefer No Smoking, No Pets & No Electric Bike /Scooter. Rent 1850+30% Utilities.",['Not Included'],1,1 Year,No,800,No,"['', 'Laundry (In Building)', '', 'Fridge / Freezer']",Yes,,[]
969,https://www.kijiji.ca/v-apartments-condos/markham-york-region/spacious-one-bedroom-condo-for-rent-in-markham-prime-location/1692774520,Spacious one bedroom condo for rent in Markham prime location,"Thornhill, ON L3T 0B5",2024-05-07T14:05:58.000Z,"$2,250",Condo,Bedrooms: 1,Bathrooms: 1,"Spacious one bedroom condo for rent in Markham prime location
• Bright and spacious one bedroom condo located at 277 South Park Road, Markham.
• 9’ ceilings and elegant kitchen with granite kitchen, center island.
• Stainless steel appliances (fridge, stove, range hood, built-in dishwasher), washer & dryer, existing blinds and all existing light fixture.
• One parking with level-2 EV charging and locker.
• Building amenities include 24-hour concierge, indoor swimming pool, gym, party room
• Close to park, supermarkets and restaurants, just minutes close to Hwy404/407 and Langstaff GO station.
• This home is available immediately. Tenant pays cable, water, hydro (and EV charges if applicable).
Looking for clean, quiet and responsible non-smoking (of any types) individual or couples to take care of this beautiful home. No pet.
Minimum 1 year lease. Rental application with ID, proof of income, full credit report and landlord reference required. First and last required upon signing the lease. Insurance proof required.
Don’t miss the chance to see this amazing home. To book a viewing, please text Ronnie at 416-824-3139.
Thank you for your interest.","['No: Hydro', 'Yes: Heat', 'No: Water', 'No: Water']",1,1 Year,No,600,No,"['Laundry (In Unit)', '', 'Dishwasher', 'Fridge / Freezer']",Yes,,"['Gym', 'Pool', 'Concierge', '24 Hour Security', '', 'Storage Space', 'Elevator in Building']"
970,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/apartment-for/1692774485,apartment for,"York, ON M6M 2C1",2024-05-07T14:05:36.000Z,"$1,650",Basement,Bedrooms: 1,Bathrooms: 1,"Spacious, Bright and so clean, one-bedroom basement apartment with a very friendly family in a Bungalow. This apartment has a separate entrance door and perfect access to the shopping center, Bank, TTC, downtown, and highway. All Utilities and Wi-Fi are included. Students and couples are welcomed. Smoking inside and pets are not friendly. It is Available now on","['Yes: Hydro', 'Yes: Heat', 'Yes: Water', 'Yes: Water']",0,Month-to-month,No,600,No,[],No,,[]
971,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/midtown-living-renovated-steps-to-ttc-shoppers-loblaws/1692773411,"Midtown living, Renovated, steps to TTC, Shoppers, Loblaws","Toronto, ON M4P 1T7",2024-05-07T13:50:43.000Z,"$1,849",Apartment,Bedrooms: 1,Bathrooms: 1.5,"Please call only, e-mails will not be responded to.","['Yes: Hydro', 'Yes: Heat', 'Yes: Water', 'Yes: Water']",0,1 Year,No,600,No,"['', 'Laundry (In Building)', '', 'Fridge / Freezer']",No,,"['', '', '', '', 'Bicycle Parking', '', '']"
972,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/parkdale-1-bedroom-apartment-for-rent-99-dowling-avenue/1673699149,Parkdale 1 Bedroom Apartment for Rent - 99 Dowling Avenue,"99 Dowling Avenue, Toronto, ON, M6K 3A2",2024-05-07T13:50:19.000Z,"$1,979",Apartment,Bedrooms: 1,Bathrooms: 1,,[],,,,,,[],,,[]
973,https://www.kijiji.ca/v-apartments-condos/mississauga-peel-region/2-bedroom-apartment-for-rent-95-paisley-bvld-west/1690871517,2 Bedroom Apartment for Rent - 95 Paisley Bvld West,"95 Paisley Bvld West, Mississauga, ON, L5B 1E7",2024-05-07T13:50:02.000Z,"$2,757",Apartment,Bedrooms: 2,Bathrooms: 1,,[],,,,,,[],,,[]
974,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/golden-mile-1-bedroom-apartment-for-rent-860-pharmacy-avenue/1691254894,Golden Mile 1 Bedroom Apartment for Rent - 860 Pharmacy Avenue,"860 Pharmacy Avenue, Scarborough, ON, M1L 3K6",2024-05-07T13:49:34.000Z,"$2,313",Apartment,Bedrooms: 1,Bathrooms: 1,,[],,,,,,[],,,[]
975,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/1-bedroom-apartment-for-rent-750-morningside-ave/1691199432,1 Bedroom Apartment for Rent - 750 Morningside Ave,"750 Morningside Ave, Toronto, ON, M1C 3A1",2024-05-07T13:48:53.000Z,"$2,322",Apartment,Bedrooms: 1,Bathrooms: 1,,[],,,,,,[],,,[]
976,https://www.kijiji.ca/v-apartments-condos/mississauga-peel-region/2-bedroom-apartment-for-rent-7110-darcel-ave/1692309686,2 Bedroom Apartment for Rent - 7110 Darcel Ave,"7110 Darcel Ave, Mississauga, ON, L4T 3C5",2024-05-07T13:47:57.000Z,"$2,713",Apartment,Bedrooms: 2,Bathrooms: 1,,[],,,,,,[],,,[]
977,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/1-bedroom-apartment-for-rent-70-rexdale-blvd/1690124377,1 Bedroom Apartment for Rent - 70 Rexdale Blvd,"70 Rexdale Blvd, Toronto, ON, M9W 1N8",2024-05-07T13:47:41.000Z,"$2,268",Apartment,Bedrooms: 1,Bathrooms: 1,,[],,,,,,[],,,[]
978,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/1-bedroom-apartment-for-rent-55-triller-ave/1692385440,1 Bedroom Apartment for Rent - 55 Triller Ave,"55 Triller Ave, Toronto, ON, M6R 2H6",2024-05-07T13:46:59.000Z,"$2,261",Apartment,Bedrooms: 1,Bathrooms: 1,,[],,,,,,[],,,[]
979,https://www.kijiji.ca/v-apartments-condos/oakville-halton-region/2-bedroom-apartment-for-rent-490-nelson-avenue/1691254906,2 Bedroom Apartment for Rent - 490 Nelson Avenue,"490 Nelson Avenue, Burlington, ON, L7S 1X3",2024-05-07T13:46:19.000Z,"$2,499",Apartment,Bedrooms: 2,Bathrooms: 1,,[],,,,,,[],,,[]
980,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/downtown-toronto-condo-1-bedroom-1-den/1692773125,Downtown Toronto Condo 1 Bedroom + 1 Den,"Toronto, ON M4Y 0B9",2024-05-07T13:46:12.000Z,"$2,600",Condo,Bedrooms: 1 + Den,Bathrooms: 1,"Downtown condo at 15 Grenville (Yonge/College) 1 bedroom + 1 den
- 40+th level, great view (lake Ontario, CN tower, etc.)
- furnished (furniture in the photo is included)
- locker in P1 is included
- great open concept layout which is very practical
- 1 large bedroom, can fit Queen size bed
- extremely bright, south-facing exposure, with lots of natural light
- high end appliances (fridge, stove, washer, dryer, microwave, dishwasher)
- luxurious amenities
- extremely convenient location near TTC, subway, grocery, pharmacy,
shopping (Eaton center), University (Ryerson Univ and Univ of Toronto)
- walkers paradise (walk score of 98)","['No: Hydro', 'No: Heat', 'Yes: Water', 'Yes: Water']",0,1 Year,Yes,600,Yes,"['Laundry (In Unit)', '', 'Dishwasher', 'Fridge / Freezer']",Yes,Balcony,"['Gym', '', 'Concierge', '24 Hour Security', 'Bicycle Parking', 'Storage Space', 'Elevator in Building']"
981,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/1bdrm-apartment-for-rent-45-greenbrae-circuit/1692385431,1bdrm Apartment for Rent - 45 Greenbrae Circuit,"45 Greenbrae Circuit, Toronto, ON, M1H 1P9",2024-05-07T13:45:59.000Z,"$2,399",Apartment,Bedrooms: 1,Bathrooms: 1,,"['No: Hydro', 'Yes: Heat', 'No: Water', 'No: Water']",0,1 Year,No,760,No,[],No,,[]
982,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/golden-mile-1-bedroom-apartment-for-rent-40-craigton-drive/1691275413,Golden Mile 1 Bedroom Apartment for Rent - 40 Craigton Drive,"40 Craigton Drive, Scarborough, ON, M1L 2N7",2024-05-07T13:45:31.000Z,"$2,199",Apartment,Bedrooms: 1,Bathrooms: 1,,[],,,,,,[],,,[]
983,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/1-bedroom-apartment-for-rent-35-greenbrae-circt/1691807555,1 Bedroom Apartment for Rent - 35 Greenbrae Circt,"35 Greenbrae Circt, Toronto, ON, M1H 1P8",2024-05-07T13:44:30.000Z,"$2,633",Apartment,Bedrooms: 1,Bathrooms: 1,,[],,,,,,[],,,[]
984,https://www.kijiji.ca/v-apartments-condos/mississauga-peel-region/1-bedroom-apartment-for-rent-3480-havenwood-drive/1692385446,1 Bedroom Apartment for Rent - 3480 Havenwood Drive,"3480 Havenwood Drive, Mississauga, ON, L4X 2M8",2024-05-07T13:44:21.000Z,"$2,658",Apartment,Bedrooms: 1,Bathrooms: 1,,"['No: Hydro', 'Yes: Heat', 'Yes: Water', 'Yes: Water']",0,1 Year,No,724,No,[],No,,[]
